time,PLUS_DI
2023-07-06 12:00,38.6672
2023-07-06 11:00,37.3587
2023-07-06 10:00,37.2451
2023-07-06 09:00,38.2795
2023-07-06 08:00,40.9120
2023-07-06 07:00,40.1397
2023-07-06 06:00,40.5130
2023-07-06 05:00,40.9038
2023-07-06 04:00,41.2590
2023-07-05 19:00,42.9784
2023-07-05 18:00,43.1670
2023-07-05 17:00,43.3563
2023-07-05 16:00,18.9741
2023-07-05 15:00,19.2252
2023-07-05 14:00,19.1751
2023-07-05 13:00,20.1104
2023-07-05 12:00,20.5999
2023-07-05 11:00,21.3105
2023-07-05 10:00,23.0217
2023-07-05 09:00,23.8910
2023-07-05 08:00,25.9408
2023-07-05 07:00,18.5460
2023-07-05 06:00,18.2148
2023-07-05 05:00,18.2159
2023-07-05 04:00,18.6961
2023-07-03 16:00,19.8352
2023-07-03 15:00,19.9276
2023-07-03 14:00,20.0753
2023-07-03 13:00,7.2107
2023-07-03 12:00,7.2930
2023-07-03 11:00,7.2474
2023-07-03 10:00,7.4219
2023-07-03 09:00,8.0637
2023-07-03 08:00,8.4379
2023-07-03 07:00,11.4582
2023-07-03 06:00,11.6994
2023-07-03 05:00,12.1192
2023-07-03 04:00,12.3032
2023-06-30 19:00,11.8756
2023-06-30 18:00,10.7969
2023-06-30 17:00,10.8604
2023-06-30 16:00,13.7392
2023-06-30 15:00,27.5787
2023-06-30 14:00,20.3001
2023-06-30 13:00,20.3820
2023-06-30 12:00,19.2800
2023-06-30 11:00,19.7921
2023-06-30 10:00,21.0418
2023-06-30 09:00,19.5112
2023-06-30 08:00,18.2195
2023-06-30 07:00,22.6469
2023-06-30 06:00,23.4341
2023-06-30 05:00,23.8248
2023-06-30 04:00,22.5040
2023-06-29 19:00,18.7765
2023-06-29 18:00,17.9397
2023-06-29 17:00,18.2189
2023-06-29 16:00,19.3997
2023-06-29 15:00,15.8327
2023-06-29 14:00,16.5058
2023-06-29 13:00,15.7019
2023-06-29 12:00,16.1672
2023-06-29 11:00,16.8844
2023-06-29 10:00,17.5460
2023-06-29 09:00,18.6252
2023-06-29 08:00,19.1361
2023-06-29 07:00,21.3023
2023-06-29 06:00,21.4039
2023-06-29 05:00,21.1100
2023-06-29 04:00,21.4816
2023-06-28 19:00,22.3408
