timestamp,open,high,low,close,volume
2022-12-22 17:00:00,5.7600,5.7600,5.7600,5.7600,30810
2022-12-22 16:00:00,5.7350,5.8100,5.7300,5.8100,2534390
2022-12-22 15:00:00,5.7150,5.7350,5.6700,5.7300,3749552
2022-12-22 14:00:00,5.7600,5.7703,5.7050,5.7150,1769273
2022-12-22 13:00:00,5.8050,5.8082,5.7500,5.7550,944984
2022-12-22 12:00:00,5.7750,5.8200,5.7700,5.8100,1545131
2022-12-22 11:00:00,5.7450,5.8000,5.7250,5.7750,1750421
2022-12-22 10:00:00,5.7900,5.8350,5.7350,5.7450,1487359
2022-12-22 09:00:00,5.8200,5.8300,5.7800,5.7900,5543
2022-12-21 18:00:00,5.6200,5.9500,5.6200,5.9500,800
2022-12-21 17:00:00,5.9000,5.9000,5.9000,5.9000,17274
2022-12-21 16:00:00,5.8650,5.9050,5.8450,5.9000,2311548
2022-12-21 15:00:00,5.8750,5.8900,5.8500,5.8700,1262209
2022-12-21 14:00:00,5.8700,5.8900,5.8550,5.8800,1115612
2022-12-21 13:00:00,5.8550,5.9000,5.8500,5.8750,1371474
2022-12-21 12:00:00,5.8700,5.9000,5.8500,5.8500,1118583
2022-12-21 11:00:00,5.8650,5.8900,5.8400,5.8650,1021947
2022-12-21 10:00:00,5.8600,5.8900,5.8299,5.8650,725302
2022-12-21 09:00:00,5.8500,5.9600,5.8500,5.9000,22624
2022-12-20 20:00:00,5.8400,5.8400,5.8400,5.8400,810
2022-12-20 17:00:00,5.8500,5.8900,5.8500,5.8500,47800
2022-12-20 16:00:00,5.9000,5.9000,5.8500,5.8500,3369106
2022-12-20 15:00:00,5.9099,5.9200,5.8800,5.9000,1329504
2022-12-20 14:00:00,5.8850,5.9300,5.8800,5.9000,893111
2022-12-20 13:00:00,5.9200,5.9200,5.8800,5.8800,1243494
2022-12-20 12:00:00,5.9400,5.9500,5.9100,5.9100,1008871
2022-12-20 11:00:00,5.9250,5.9550,5.9000,5.9400,1492080
2022-12-20 10:00:00,5.7800,5.9300,5.7800,5.9200,2473982
2022-12-20 09:00:00,5.7000,5.7700,5.5315,5.7700,72632
2022-12-20 08:00:00,5.6900,5.7000,5.6900,5.7000,568
2022-12-19 19:00:00,5.7000,5.7000,5.7000,5.7000,100
2022-12-19 17:00:00,5.6200,5.6200,5.6200,5.6200,5464
2022-12-19 16:00:00,5.6000,5.6400,5.5950,5.6100,5326250
2022-12-19 15:00:00,5.6350,5.6350,5.5900,5.6050,1383343
2022-12-19 14:00:00,5.6350,5.6563,5.6150,5.6350,1203099
2022-12-19 13:00:00,5.6250,5.6550,5.6100,5.6350,1140431
2022-12-19 12:00:00,5.6200,5.6350,5.6099,5.6250,1244355
2022-12-19 11:00:00,5.6350,5.6450,5.5900,5.6100,1099623
2022-12-19 10:00:00,5.7300,5.7300,5.6100,5.6350,889445
2022-12-19 09:00:00,5.7400,5.7400,5.6600,5.7200,17088
2022-12-19 08:00:00,5.7300,5.7300,5.7300,5.7300,200
2022-12-19 07:00:00,5.7500,5.7500,5.7500,5.7500,117
2022-12-16 17:00:00,5.6800,5.6800,5.6800,5.6800,129169
2022-12-16 16:00:00,5.6750,5.7050,5.6500,5.6750,5771386
2022-12-16 15:00:00,5.7100,5.7200,5.6600,5.6750,2347199
2022-12-16 14:00:00,5.7250,5.7350,5.7000,5.7100,803730
2022-12-16 13:00:00,5.7650,5.7800,5.7150,5.7250,1278644
